broad_id,drug_name,viability_cv,mean_lfc,std_lfc,n_cell_lines
BRD-K00003177-001-01-9,INDEGLITAZAR,5.658113752098947,-0.09906102300108899,0.5604985365394517,916
BRD-K00003178-003-01-9,LASMIDITAN,10.600374480857889,-0.04868278254242799,0.5160557257199077,916
BRD-K00003180-001-01-9,VERUCERFONT,17.36107534761039,0.03725406621423299,0.6467706505501655,916
BRD-K00003181-001-01-9,CENICRIVIROC,5.190159478100348,0.09759735134371472,0.5065458181140707,911
BRD-K00003183-001-01-9,SUCCINOBUCOL,8.847663567026451,-0.047134237480525094,0.4170278757160145,911
BRD-K00003184-001-01-9,OZENOXACIN,1.4355611512431605,-0.2990320220416567,0.4292787538206908,916
BRD-K00003185-001-01-9,EMD534085,0.617568180232866,-3.1158047306466963,1.9242218574664354,916
BRD-K00003187-236-01-9,GUADECITABINE,0.6127783056378192,-1.838091725699405,1.1263427332809766,917
BRD-K00003188-046-01-9,CAPROMORELIN,2.177776364399517,0.20659743545864312,0.4499230118873877,911
BRD-K00003189-001-01-9,BMS-911543,1.8284817553355963,-0.34310022805766216,0.6273525072549175,916
BRD-K00003190-001-01-9,MK-0557,2.2271030753917485,-0.19610594437629866,0.43674815182305793,917
BRD-K00003191-001-01-9,FOSTEMSAVIR,7.19572550482372,0.06337177655219257,0.4560059088226019,917
BRD-K00003192-001-01-9,PSI-697,7.615484041593808,-0.059334924955525684,0.451864174107972,917
BRD-K00003194-001-01-9,MK-7622,3.592609421404998,-0.12604714125715252,0.45283814722161275,917
BRD-K00003197-001-02-9,ONO-4059,4.073360921717674,-0.11826274451017119,0.4817268419828127,911
BRD-K00003199-001-01-9,MK-7246,7.243591218956042,-0.06530678311064882,0.47305564067856254,917
BRD-K00003201-001-01-9,TENAPANOR,33.77658870362718,0.014903037105360076,0.5033737547426419,917
BRD-K00003202-001-01-9,CITARINOSTAT,2.2564540886106546,-0.2612482601270918,0.5894947047061961,911
BRD-K00003203-001-01-9,BMS-214662,0.3310429541296573,-7.925506534754319,2.6236830962389734,916
BRD-K00003204-003-01-9,CELGOSIVIR,16.03817489825128,0.029591571504569442,0.4745947993043935,911
BRD-K00003205-003-01-9,D-3263,1.0207104707200574,-0.7028032458962469,0.7173586319423424,917
